cost_id,route_id,vehicle_id,transport_mode,distance_km,base_cost,fuel_cost,driver_cost,toll_cost,handling_cost,transfer_cost,temperature_control_cost,total_cost,cost_per_kg,cost_per_km,fuel_price_index,route_id_raw
C03826,R0009,TRK045,road,266.3,1544.54,552.36,1021.17,206.14,785.69,99.96,0.0,4209.87,3.68,15.81,1.028,R009
C03827,R0003,TRK016,road,462.7,2683.66,1115.25,1046.39,314.34,373.63,181.91,489.43,6204.61,1.39,13.41,1.142,R003
C03828,R0028,TRK006,rail,337.0,1213.2,290.97,380.49,55.52,660.03,660.56,772.48,4033.26,11.71,11.97,1.115,R028
C03829,R0006,TRK038,rail,148.3,533.88,121.23,510.44,19.84,705.66,15.0,0.0,1906.04,1.07,12.85,1.004,R006
C03830,R0084,TRK005,road,146.7,850.86,339.34,1170.88,98.36,847.82,445.34,1702.89,5455.49,1.23,37.19,1.155,R084
C03831,R0082,TRK019,road,100.2,581.16,244.07,1098.48,82.35,468.24,104.93,1124.86,3704.09,0.94,36.97,1.143,R082
C03832,R0082,TRK034,road,319.5,1853.1,736.67,1163.34,275.65,456.87,64.18,717.57,5267.37,2.27,16.49,0.917,R082
C03833,R0094,TRK026,rail,301.5,1085.4,227.58,445.85,48.66,581.88,644.06,123.05,3156.49,0.73,10.47,1.087,R094
C03834,R0019,TRK018,local,513.8,4213.16,1233.75,1034.05,119.78,216.99,49.44,0.0,6867.17,1.94,13.37,0.914,R019
C03835,R0096,TRK029,road,471.9,2737.02,1122.66,1395.32,411.93,608.52,115.77,0.0,6391.23,2.36,13.54,1.245,R096
C03836,R0033,TRK005,road,194.1,1125.78,429.59,1200.61,131.95,557.03,593.65,0.0,4038.61,2.31,20.81,1.175,R033
C03837,R0079,TRK039,road,123.0,713.4,294.48,1016.65,98.75,460.47,401.01,0.0,2984.77,4.73,24.27,1.073,R079
C03838,R0074,TRK033,road,464.2,2692.36,889.78,1127.38,335.74,549.9,69.11,0.0,5664.27,2.56,12.2,1.072,R074
C03839,R0088,TRK028,road,386.3,2240.54,907.51,1144.31,293.26,898.4,391.71,0.0,5875.72,1.38,15.21,1.012,R088
C03840,R0016,TRK019,rail,125.6,452.16,90.74,476.5,18.37,586.78,166.52,0.0,1791.06,0.43,14.26,0.997,R016
C03841,R0085,TRK015,local,98.6,808.52,314.02,958.01,26.97,444.96,25.54,964.22,3542.24,3.43,35.93,1.021,R085
C03842,R0046,TRK024,rail,374.4,1347.84,282.35,368.01,63.62,889.53,235.48,1125.5,4312.33,1.82,11.52,1.097,R046
C03843,R0006,TRK032,local,121.4,995.48,306.18,751.87,24.73,522.33,109.63,196.65,2906.86,1.82,23.94,0.91,R006
C03844,R0062,TRK012,road,368.8,2139.04,927.44,1422.21,297.46,893.99,138.56,0.0,5818.7,12.0,15.78,1.011,R062
C03845,R0053,TRK049,road,448.2,2599.56,1120.48,1118.78,402.11,206.59,40.68,0.0,5488.19,3.98,12.24,0.97,R053
C03846,R0037,TRK005,rail,436.9,1572.84,314.53,390.3,59.59,349.45,539.08,0.0,3225.79,1.08,7.38,0.912,R037
C03847,R0054,TRK023,rail,414.8,1493.28,306.49,525.75,60.75,629.18,604.59,387.8,4007.83,1.01,9.66,1.052,R054
C03848,R0036,TRK013,rail,319.1,1148.76,275.79,518.71,56.43,584.17,250.28,1459.53,4293.66,3.71,13.46,0.949,R036
C03849,R0053,TRK009,road,163.0,945.4,397.22,1393.91,143.55,681.64,12.29,0.0,3574.01,1.31,21.93,1.072,R053
C03850,R0081,TRK038,rail,410.6,1478.16,339.28,539.38,61.64,499.13,325.1,0.0,3242.69,2.28,7.9,0.979,R081
C03851,R0085,TRK030,local,115.0,943.0,286.97,722.81,31.71,330.16,50.14,0.0,2364.8,0.97,20.56,1.238,R085
C03852,R0076,TRK031,road,146.8,851.44,368.09,1122.16,94.84,855.89,35.36,0.0,3327.78,1.03,22.67,1.119,R076
C03853,R0090,TRK023,local,282.6,2317.32,782.43,812.54,58.91,483.35,298.58,1520.06,6273.19,6.21,22.2,1.107,R090
C03854,R0018,TRK001,road,489.8,2840.84,1204.61,1181.12,340.28,319.93,665.06,0.0,6551.84,12.63,13.38,1.243,R018
C03855,R0042,TRK009,road,489.2,2837.36,1051.27,1256.81,300.86,526.49,125.52,0.0,6098.31,3.42,12.47,1.016,R042
C03856,R0069,TRK038,road,451.7,2619.86,899.36,1377.9,293.05,421.31,196.91,225.93,6034.33,1.55,13.36,1.228,R069
C03857,R0019,TRK045,road,490.4,2844.32,938.97,1046.55,339.81,318.59,427.45,111.99,6027.68,1.26,12.29,1.107,R019
C03858,R0088,TRK037,road,47.8,277.24,103.31,1023.0,30.62,765.77,53.12,1757.11,4010.16,1.44,83.89,1.104,R088
C03859,R0039,TRK013,road,362.7,2103.66,778.39,1398.28,244.85,800.59,295.72,0.0,5621.49,1.67,15.5,1.004,R039
C03860,R0084,TRK029,road,153.5,890.3,303.93,1283.04,109.16,854.05,117.78,406.73,3965.0,0.85,25.83,1.116,R084
C03861,R0015,TRK032,road,495.4,2873.32,992.14,1157.89,327.83,285.2,398.2,0.0,6034.58,1.22,12.18,1.18,R015
C03862,R0097,TRK001,road,247.0,1432.6,500.54,1013.32,190.84,362.53,98.37,261.09,3859.3,1.76,15.62,1.242,R097
C03863,R0063,TRK011,rail,230.5,829.8,185.39,525.32,31.69,203.91,372.73,0.0,2148.85,0.54,9.32,0.943,R063
C03864,R0012,TRK042,road,497.7,2886.66,1010.39,1322.76,350.32,860.84,9.89,0.0,6440.86,1.31,12.94,1.225,R012
C03865,R0096,TRK014,road,77.4,448.92,168.83,1343.1,54.68,257.65,387.45,0.0,2660.62,0.61,34.37,1.184,R096
C03866,R0037,TRK001,rail,124.1,446.76,114.14,459.36,15.1,584.17,583.33,0.0,2202.86,1.98,17.75,1.222,R037
C03867,R0050,TRK009,road,115.4,669.32,242.14,962.44,82.37,729.37,267.85,0.0,2953.5,0.86,25.59,1.241,R050
C03868,R0074,TRK015,rail,524.2,1887.12,421.86,537.84,85.25,822.04,86.85,0.0,3840.96,3.78,7.33,1.043,R074
C03869,R0060,TRK048,road,386.7,2242.86,772.27,1411.9,313.96,259.93,640.2,1223.69,6864.81,4.7,17.75,1.006,R060
C03870,R0042,TRK001,road,546.0,3166.8,1112.86,1264.73,394.82,664.52,130.03,1577.65,8311.4,3.2,15.22,1.097,R042
C03871,R0028,TRK050,road,182.7,1059.66,364.21,1262.88,124.79,682.46,325.78,1332.93,5152.73,1.07,28.2,0.979,R028
C03872,R0035,TRK044,rail,112.2,403.92,99.21,374.63,19.29,646.06,679.35,0.0,2222.45,1.58,19.81,0.948,R035
C03873,R0071,TRK040,road,303.0,1757.4,659.15,1122.02,261.19,428.06,91.74,626.34,4945.9,1.4,16.32,0.965,R071
C03874,R0051,TRK036,rail,56.9,204.84,40.74,474.72,8.1,167.66,242.82,216.76,1355.64,0.82,23.82,1.059,R051
C03875,R0086,TRK019,road,204.5,1186.1,385.43,1310.43,147.94,411.87,429.41,19.52,3890.7,0.9,19.03,1.076,R086
C03876,R0022,TRK040,local,84.2,690.44,214.37,1041.47,20.61,652.08,249.87,1183.75,4052.58,1.2,48.13,1.221,R022
C03877,R0020,TRK027,road,69.9,405.42,176.0,985.28,47.88,236.99,346.74,1058.55,3256.85,1.34,46.59,1.087,R020
C03878,R0088,TRK037,rail,404.3,1455.48,340.72,376.82,57.56,264.92,658.64,0.0,3154.14,0.86,7.8,1.077,R088
C03879,R0052,TRK023,local,82.2,674.04,230.58,1054.23,23.41,369.19,0.68,0.0,2352.12,0.57,28.61,0.916,R052
C03880,R0023,TRK047,road,177.0,1026.6,404.76,1035.03,148.87,873.49,574.14,1717.41,5780.3,1.99,32.66,1.221,R023
C03881,R0085,TRK007,road,250.8,1454.64,526.24,1018.1,204.92,651.09,616.04,0.0,4471.04,1.82,17.83,1.163,R085
C03882,R0007,TRK022,rail,68.1,245.16,62.26,484.15,11.28,749.11,511.68,0.0,2063.64,0.51,30.3,1.152,R007
C03883,R0035,TRK023,road,154.0,893.2,300.58,1373.21,94.7,212.94,232.61,1464.21,4571.46,1.45,29.68,1.215,R035
C03884,R0095,TRK034,road,350.0,2030.0,799.77,1232.28,270.94,300.07,326.19,0.0,4959.25,3.36,14.17,1.097,R095
C03885,R0002,TRK009,rail,302.0,1087.2,205.47,444.55,38.21,708.92,195.32,0.0,2679.67,0.78,8.87,1.247,R002
C03886,R0051,TRK003,rail,495.6,1784.16,368.08,374.57,77.32,280.15,689.76,334.5,3908.54,1.42,7.89,1.243,R051
C03887,R0011,TRK049,local,158.3,1298.06,477.57,1045.39,43.66,708.31,5.29,740.37,4318.65,5.96,27.28,1.145,R011
C03888,R0080,TRK040,local,248.3,2036.06,633.76,974.68,57.93,756.14,154.09,1516.52,6129.18,1.29,24.68,1.138,R080
C03889,R0032,TRK002,local,384.1,3149.62,1145.44,808.15,102.07,867.79,290.14,0.0,6363.2,1.36,16.57,1.12,R032
C03890,R0068,TRK023,road,216.1,1253.38,536.84,1016.22,178.6,241.68,319.45,1430.44,4976.62,2.58,23.03,1.231,R068
C03891,R0072,TRK034,road,95.6,554.48,220.48,1152.06,73.92,728.9,199.5,247.54,3176.88,1.02,33.23,1.079,R072
C03892,R0050,TRK027,road,91.2,528.96,209.83,1353.71,80.03,613.02,552.66,1462.92,4801.13,0.99,52.64,1.228,R050
C03893,R0084,TRK050,rail,183.8,661.68,146.32,456.12,31.89,571.79,529.67,129.64,2527.1,1.54,13.75,1.036,R084
C03894,R0001,TRK004,road,65.4,379.32,155.94,1193.4,52.82,557.03,242.74,0.0,2581.26,0.61,39.47,1.112,R001
C03895,R0086,TRK029,local,349.7,2867.54,877.91,1067.87,100.68,834.63,88.54,0.0,5837.16,1.42,16.69,1.236,R086
C03896,R0004,TRK038,road,178.8,1037.04,450.92,1346.51,123.04,781.42,60.42,1761.91,5561.26,1.2,31.1,1.126,R004
C03897,R0049,TRK046,rail,388.8,1399.68,334.25,399.39,47.34,599.24,406.65,0.0,3186.55,1.35,8.2,0.9,R049
C03898,R0079,TRK005,road,349.5,2027.1,810.76,1044.83,292.1,179.73,314.36,0.0,4668.88,2.4,13.36,1.036,R079
C03899,R0054,TRK003,local,108.3,888.06,335.76,1016.94,24.1,709.4,143.32,0.0,3117.57,2.24,28.79,1.005,R054
C03900,R0032,TRK006,rail,453.8,1633.68,355.7,388.77,59.49,852.86,545.8,1708.38,5544.68,1.34,12.22,1.139,R032
C03901,R0015,TRK036,local,513.0,4206.6,1270.88,1040.36,130.65,220.61,60.16,0.0,6929.26,2.23,13.51,1.243,R015
C03902,R0064,TRK021,road,523.1,3033.98,1281.53,1052.14,442.62,358.87,248.77,0.0,6417.91,1.32,12.27,0.979,R064
C03903,R0011,TRK018,rail,174.2,627.12,144.35,467.55,22.14,416.42,150.76,0.0,1828.34,0.42,10.5,0.91,R011
C03904,R0099,TRK017,road,312.1,1810.18,628.57,1241.22,227.04,221.57,179.98,0.0,4308.55,1.68,13.81,1.121,R099
C03905,R0079,TRK040,rail,46.8,168.48,37.04,383.41,5.99,701.65,418.32,324.99,2039.87,0.52,43.59,1.115,R079
C03906,R0009,TRK013,local,335.8,2753.56,927.5,921.15,71.03,472.41,142.52,854.54,6142.72,1.68,18.29,0.951,R009
C03907,R0066,TRK016,road,208.9,1211.62,506.41,1106.78,137.22,859.72,596.45,1120.49,5538.69,15.15,26.51,0.947,R066
C03908,R0038,TRK017,road,156.9,910.02,387.47,992.67,110.77,158.66,302.4,0.0,2861.99,0.73,18.24,1.034,R038
C03909,R0074,TRK033,road,212.2,1230.76,455.73,1274.79,184.12,603.41,169.21,1402.72,5320.75,2.23,25.07,1.23,R074
C03910,R0028,TRK012,road,161.7,937.86,385.77,1016.19,112.62,207.9,652.39,0.0,3312.73,0.8,20.49,1.119,R028
C03911,R0004,TRK030,rail,435.4,1567.44,330.51,520.71,64.47,833.56,6.11,1372.68,4695.49,1.21,10.78,1.112,R004
C03912,R0022,TRK032,road,127.7,740.66,277.12,1017.87,93.14,781.1,411.42,346.79,3668.09,1.39,28.72,1.139,R022
C03913,R0022,TRK009,road,221.8,1286.44,437.04,1072.1,180.29,855.05,457.53,916.59,5205.03,1.9,23.47,0.932,R022
C03914,R0011,TRK010,road,387.2,2245.76,864.65,1090.06,251.59,709.94,606.51,0.0,5768.5,3.12,14.9,1.176,R011
C03915,R0024,TRK048,rail,386.4,1391.04,294.61,537.4,62.45,667.75,672.89,0.0,3626.14,2.24,9.38,1.212,R024
C03916,R0042,TRK033,road,88.3,512.14,182.5,1364.56,59.15,217.76,592.19,0.0,2928.28,0.62,33.16,1.217,R042
C03917,R0005,TRK038,road,216.2,1253.96,430.61,1185.71,180.09,664.87,606.22,0.0,4321.45,0.89,19.99,1.249,R005
C03918,R0048,TRK036,rail,355.7,1280.52,260.76,403.75,55.22,871.06,278.4,0.0,3149.71,1.1,8.85,1.037,R048
C03919,R0095,TRK050,road,60.3,349.74,142.61,1406.22,38.99,177.18,55.84,1278.35,3448.93,1.0,57.2,1.019,R095
C03920,R0079,TRK007,road,272.8,1582.24,524.48,1288.35,227.75,708.77,185.17,0.0,4516.77,1.2,16.56,1.207,R079
C03921,R0032,TRK046,road,156.5,907.7,309.15,1384.11,109.96,208.33,576.23,0.0,3495.48,0.85,22.34,1.123,R032
C03922,R0050,TRK015,rail,176.6,635.76,155.96,502.11,21.39,600.56,667.38,547.28,3130.43,3.38,17.73,1.143,R050
C03923,R0081,TRK011,local,382.2,3134.04,954.16,1010.77,109.6,219.09,219.78,0.0,5647.43,1.82,14.78,1.206,R081
C03924,R0061,TRK012,local,496.6,4072.12,1295.88,996.75,143.92,744.76,215.01,0.0,7468.44,3.14,15.04,1.213,R061
C03925,R0084,TRK035,road,153.2,888.56,380.17,1367.5,134.22,559.25,333.04,0.0,3662.75,2.77,23.91,1.03,R084
C03926,R0007,TRK029,road,359.1,2082.78,894.29,1000.67,216.87,157.31,314.38,1254.19,5920.5,5.51,16.49,1.006,R007
C03927,R0088,TRK012,local,514.7,4220.54,1445.09,942.55,151.01,218.38,106.83,0.0,7084.41,3.47,13.76,0.974,R088
C03928,R0068,TRK004,road,325.8,1889.64,779.83,1032.7,258.43,569.93,449.95,0.0,4980.48,1.67,15.29,1.09,R068
C03929,R0002,TRK041,road,416.5,2415.7,855.26,1350.27,354.83,519.13,369.67,0.0,5864.86,3.8,14.08,0.914,R002
C03930,R0075,TRK043,road,261.3,1515.54,530.87,1351.05,226.52,313.59,631.55,0.0,4569.14,4.64,17.49,0.945,R075
C03931,R0085,TRK046,road,227.3,1318.34,501.31,1307.05,167.85,288.76,39.39,268.19,3890.89,2.57,17.12,1.12,R085
C03932,R0011,TRK006,road,42.2,244.76,79.68,1249.84,37.73,857.65,453.38,75.49,2998.54,0.65,71.06,1.024,R011
C03933,R0059,TRK001,road,36.5,211.7,77.68,973.86,26.69,587.12,50.21,0.0,1927.26,0.66,52.8,0.988,R059
C03934,R0006,TRK015,road,461.9,2679.02,937.18,1266.56,339.83,584.45,229.57,1120.82,7157.41,14.49,15.5,1.167,R006
C03935,R0075,TRK044,local,173.4,1421.88,477.2,879.54,40.94,606.75,19.67,1416.78,4862.76,1.13,28.04,1.159,R075
C03936,R0049,TRK050,road,444.8,2579.84,846.69,1311.25,361.28,536.13,49.57,0.0,5684.76,1.56,12.78,1.04,R049
C03937,R0077,TRK014,road,468.8,2719.04,1077.22,1073.71,328.81,237.65,627.68,122.19,6186.31,1.93,13.2,1.179,R077
C03938,R0087,TRK031,road,544.2,3156.36,1283.86,1001.25,343.13,513.04,397.51,400.07,7095.22,3.45,13.04,1.193,R087
C03939,R0100,TRK003,local,148.5,1217.7,355.38,838.55,38.63,750.21,122.72,1305.94,4629.13,9.47,31.17,0.938,R100
C03940,R0038,TRK048,rail,435.7,1568.52,335.1,421.52,67.1,426.78,164.61,0.0,2983.63,0.96,6.85,0.912,R038
C03941,R0054,TRK050,rail,101.1,363.96,78.14,519.39,16.17,821.82,108.66,790.06,2698.2,1.49,26.69,1.159,R054
C03942,R0019,TRK030,road,454.2,2634.36,882.67,1154.22,345.19,881.92,159.54,1588.2,7646.1,10.47,16.83,0.995,R019
C03943,R0073,TRK046,road,281.5,1632.7,558.57,1270.14,199.78,311.42,291.82,0.0,4264.44,1.01,15.15,0.99,R073
C03944,R0091,TRK023,road,236.2,1369.96,445.66,1296.98,148.96,561.22,239.2,1163.12,5225.09,2.29,22.12,1.075,R091
C03945,R0085,TRK020,rail,185.3,667.08,158.58,491.09,23.91,221.81,156.43,0.0,1718.91,5.34,9.28,0.934,R085
C03946,R0030,TRK030,rail,261.6,941.76,222.48,451.31,33.18,578.35,387.54,1584.63,4199.24,2.49,16.05,1.152,R030
C03947,R0085,TRK005,rail,241.6,869.76,168.52,407.42,35.63,170.72,561.08,428.92,2642.04,0.75,10.94,1.184,R085
C03948,R0078,TRK009,road,417.6,2422.08,920.45,961.16,311.37,598.66,213.54,0.0,5427.26,8.66,13.0,1.166,R078
C03949,R0036,TRK034,rail,293.0,1054.8,208.52,535.64,41.55,792.68,506.06,0.0,3139.26,0.65,10.71,1.105,R036
C03950,R0072,TRK027,road,208.0,1206.4,515.06,1362.84,169.98,410.92,99.69,0.0,3764.88,2.33,18.1,0.902,R072
C03951,R0039,TRK044,local,522.3,4282.86,1638.63,907.94,136.56,242.13,281.19,122.88,7612.2,5.29,14.57,0.955,R039
C03952,R0017,TRK014,local,237.6,1948.32,739.93,1055.5,65.53,403.98,206.23,443.51,4863.01,11.59,20.47,1.214,R017
C03953,R0039,TRK028,road,113.5,658.3,216.74,1233.47,91.35,618.89,610.73,656.78,4086.26,1.97,36.0,1.226,R039
C03954,R0056,TRK043,rail,150.7,542.52,126.58,420.32,24.89,820.84,168.86,0.0,2104.01,0.53,13.96,0.98,R056
C03955,R0032,TRK028,rail,65.8,236.88,55.89,521.19,8.79,153.81,358.9,0.0,1335.46,0.56,20.3,1.209,R032
C03956,R0014,TRK040,rail,147.4,530.64,130.29,487.28,22.94,228.95,569.06,1798.92,3768.09,1.08,25.56,1.071,R014
C03957,R0038,TRK039,rail,545.5,1963.8,430.56,463.31,67.03,809.23,77.1,0.0,3811.03,0.83,6.99,0.968,R038
C03958,R0026,TRK016,rail,407.8,1468.08,301.79,485.34,71.86,193.75,428.25,459.61,3408.68,2.55,8.36,1.048,R026
C03959,R0085,TRK048,road,540.0,3132.0,1205.33,964.48,429.48,377.19,50.05,0.0,6158.53,9.63,11.4,1.211,R085
C03960,R0022,TRK036,road,524.6,3042.68,1078.68,1400.43,386.18,338.13,539.18,0.0,6785.28,2.73,12.93,0.914,R022
C03961,R0060,TRK045,road,515.9,2992.22,1012.76,1326.1,432.52,784.38,316.17,0.0,6864.15,4.07,13.31,1.034,R060
C03962,R0033,TRK049,road,435.9,2528.22,998.67,1346.72,372.7,872.55,622.42,0.0,6741.28,2.81,15.47,1.188,R033
C03963,R0086,TRK030,road,419.6,2433.68,949.93,1195.9,370.09,170.28,287.46,0.0,5407.35,1.94,12.89,0.901,R086
C03964,R0040,TRK004,rail,509.9,1835.64,380.69,393.98,86.56,850.36,523.04,0.0,4070.27,0.94,7.98,1.013,R040
C03965,R0019,TRK030,road,405.9,2354.22,948.35,1401.9,337.87,674.56,51.01,1194.89,6962.81,2.05,17.15,1.107,R019
C03966,R0055,TRK027,road,543.9,3154.62,1069.25,1134.19,368.66,610.16,25.98,399.12,6761.99,3.95,12.43,1.127,R055
C03967,R0070,TRK006,road,156.5,907.7,301.24,1360.21,137.03,706.72,381.56,197.82,3992.27,1.51,25.51,0.942,R070
C03968,R0076,TRK028,road,43.6,252.88,94.45,1122.61,34.41,706.84,70.04,1667.41,3948.63,2.22,90.56,0.946,R076
C03969,R0087,TRK036,road,125.4,727.32,311.75,1254.32,77.01,462.23,331.3,604.59,3768.53,4.45,30.05,1.055,R087
C03970,R0041,TRK047,road,173.7,1007.46,421.6,1296.55,155.25,841.36,367.1,0.0,4089.32,2.93,23.54,1.093,R041
C03971,R0024,TRK036,road,116.8,677.44,255.96,1040.78,80.24,517.5,195.14,666.82,3433.88,2.0,29.4,1.108,R024
C03972,R0084,TRK016,road,272.2,1578.76,586.17,1202.67,223.55,264.47,457.88,0.0,4313.5,1.61,15.85,1.049,R084
C03973,R0018,TRK048,rail,251.2,904.32,175.63,430.39,30.61,729.51,85.09,404.37,2759.91,0.7,10.99,0.905,R018
C03974,R0069,TRK020,road,68.5,397.3,143.5,1128.47,52.75,829.22,680.84,1099.46,4331.53,3.66,63.23,1.068,R069
C03975,R0025,TRK022,road,106.1,615.38,261.37,1094.92,73.94,817.57,480.43,362.34,3705.96,10.53,34.93,1.242,R025
C03976,R0026,TRK024,rail,282.3,1016.28,251.5,431.26,43.63,532.39,251.62,0.0,2526.68,0.64,8.95,1.214,R026
C03977,R0035,TRK050,road,493.7,2863.46,1132.81,1183.85,393.72,526.33,685.08,298.95,7084.2,1.45,14.35,1.087,R035
C03978,R0039,TRK007,road,465.5,2699.9,1027.24,1292.09,351.65,555.62,423.65,1456.87,7807.02,2.16,16.77,1.105,R039
C03979,R0055,TRK041,local,526.4,4316.48,1384.62,1017.46,141.52,856.5,102.55,1241.99,9061.13,5.52,17.21,0.903,R055
C03980,R0007,TRK003,road,530.3,3075.74,1016.49,1265.09,457.81,339.12,16.55,0.0,6170.79,1.5,11.64,1.144,R007
C03981,R0052,TRK036,road,194.8,1129.84,389.73,1298.6,151.81,305.41,191.31,0.0,3466.71,1.04,17.8,1.15,R052
C03982,R0028,TRK013,road,77.2,447.76,184.52,1011.37,46.79,698.08,242.04,0.0,2630.57,1.11,34.07,1.17,R028
C03983,R0060,TRK028,local,49.4,405.08,147.36,748.25,10.19,387.32,72.51,0.0,1770.72,1.63,35.84,0.919,R060
C03984,R0038,TRK020,rail,172.0,619.2,124.91,465.19,24.3,354.06,115.0,0.0,1702.67,0.91,9.9,1.142,R038
C03985,R0031,TRK040,road,176.5,1023.7,349.88,1353.91,133.3,680.77,598.77,0.0,4140.32,0.86,23.46,1.184,R031
C03986,R0098,TRK035,rail,56.0,201.6,39.72,452.52,8.03,588.97,390.25,537.72,2218.81,0.51,39.62,1.144,R098
C03987,R0017,TRK032,road,501.6,2909.28,1143.95,1422.23,380.66,321.85,264.76,173.41,6616.14,2.62,13.19,1.142,R017
C03988,R0001,TRK022,road,188.1,1090.98,365.72,1379.83,152.98,447.84,413.59,0.0,3850.94,1.28,20.47,0.966,R001
C03989,R0020,TRK048,road,286.4,1661.12,600.03,1322.16,185.1,304.7,358.97,0.0,4432.06,0.95,15.48,1.01,R020
C03990,R0022,TRK029,road,353.1,2047.98,732.07,975.65,283.77,428.06,547.59,0.0,5015.12,3.28,14.2,0.984,R022
C03991,R0022,TRK022,local,258.5,2119.7,653.79,867.33,75.72,599.64,257.67,0.0,4573.85,10.92,17.69,1.001,R022
C03992,R0044,TRK038,road,440.0,2552.0,916.0,1021.85,313.24,255.97,586.43,771.91,6417.42,4.29,14.59,1.094,R044
C03993,R0096,TRK042,road,450.6,2613.48,1075.71,1045.11,304.51,503.22,207.61,935.45,6685.1,2.0,14.84,1.166,R096
C03994,R0032,TRK044,road,65.4,379.32,123.02,1128.92,55.43,832.25,182.79,1697.87,4399.59,4.93,67.27,1.016,R032
C03995,R0044,TRK044,rail,121.2,436.32,103.66,370.9,20.78,483.17,224.06,0.0,1638.89,1.25,13.52,0.918,R044
C03996,R0029,TRK001,rail,34.0,122.4,27.61,436.83,4.93,190.47,664.5,1734.9,3181.64,1.47,93.58,1.237,R029
C03997,R0090,TRK050,local,81.7,669.94,243.04,760.35,19.34,186.05,194.76,0.0,2073.48,1.06,25.38,0.948,R090
C03998,R0020,TRK042,road,470.9,2731.22,1153.63,1181.27,290.58,532.62,194.96,0.0,6084.27,2.01,12.92,1.217,R020
C03999,R0084,TRK050,road,200.3,1161.74,463.25,1239.48,123.53,613.13,345.01,0.0,3946.14,1.12,19.7,0.967,R084
C04000,R0039,TRK035,rail,343.9,1238.04,247.07,533.26,48.11,182.33,53.4,0.0,2302.2,0.77,6.69,1.019,R039
C04001,R0035,TRK018,road,179.0,1038.2,392.16,1098.32,107.75,569.34,156.59,0.0,3362.37,1.57,18.78,0.966,R035
C04002,R0061,TRK012,road,51.8,300.44,102.25,1430.97,35.61,437.72,350.94,0.0,2657.93,2.83,51.31,1.024,R061
C04003,R0065,TRK042,road,180.9,1049.22,343.16,1028.06,137.26,373.29,694.26,894.18,4519.44,1.84,24.98,1.032,R065
C04004,R0062,TRK003,rail,220.5,793.8,188.1,492.87,38.45,759.39,280.18,0.0,2552.79,1.34,11.58,0.971,R062
C04005,R0095,TRK008,road,443.4,2571.72,854.47,1008.04,329.06,765.57,33.45,0.0,5562.3,3.81,12.54,1.001,R095
C04006,R0003,TRK020,rail,84.5,304.2,77.66,467.01,13.2,532.32,364.41,0.0,1758.79,0.51,20.81,1.01,R003
C04007,R0034,TRK012,road,396.0,2296.8,763.32,1135.57,245.24,798.83,167.18,1683.17,7090.1,1.54,17.9,1.06,R034
C04008,R0071,TRK008,road,449.3,2605.94,938.5,1338.51,374.79,257.49,299.64,0.0,5814.87,5.13,12.94,0.971,R071
C04009,R0090,TRK042,rail,288.5,1038.6,215.55,397.68,42.37,835.19,542.52,188.63,3260.54,0.72,11.3,1.158,R090
C04010,R0021,TRK019,local,148.5,1217.7,429.79,723.01,34.44,200.33,108.86,0.0,2714.14,0.7,18.28,0.991,R021
C04011,R0059,TRK032,rail,333.1,1199.16,246.76,416.1,50.63,322.16,175.32,0.0,2410.12,0.73,7.24,1.034,R059
C04012,R0033,TRK031,local,118.7,973.34,302.47,720.32,33.21,232.6,57.73,128.33,2448.0,2.87,20.62,0.923,R033
C04013,R0055,TRK047,rail,283.5,1020.6,224.05,432.97,34.38,632.94,528.87,0.0,2873.81,1.12,10.14,1.041,R055
C04014,R0013,TRK016,road,207.7,1204.66,426.78,1289.25,128.23,285.97,153.07,0.0,3487.95,2.02,16.79,1.215,R013
C04015,R0096,TRK029,road,89.3,517.94,210.57,1090.74,75.21,799.71,124.27,332.12,3150.56,0.87,35.28,1.11,R096
C04016,R0057,TRK013,rail,285.3,1027.08,239.1,505.4,44.45,616.79,183.5,346.33,2962.65,1.78,10.38,1.211,R057
C04017,R0054,TRK048,road,368.7,2138.46,799.35,1272.87,260.96,564.33,215.11,0.0,5251.08,2.21,14.24,1.143,R054
C04018,R0067,TRK023,local,189.2,1551.44,469.15,984.83,49.05,335.54,254.52,1661.56,5306.1,1.32,28.04,1.085,R067
C04019,R0015,TRK018,road,231.8,1344.44,444.23,1337.88,141.39,741.85,28.75,0.0,4038.54,3.92,17.42,1.158,R015
C04020,R0100,TRK026,road,478.7,2776.46,929.06,1396.82,392.77,502.25,183.03,0.0,6180.38,1.25,12.91,0.916,R100
C04021,R0095,TRK008,rail,323.7,1165.32,280.4,469.42,54.0,642.74,479.07,0.0,3090.95,1.4,9.55,1.0,R095
C04022,R0023,TRK009,local,225.7,1850.74,602.24,731.43,66.42,755.76,294.78,1224.17,5525.54,3.35,24.48,0.907,R023
C04023,R0003,TRK024,road,477.2,2767.76,962.91,1351.98,350.91,664.98,203.61,0.0,6302.15,4.07,13.21,1.224,R003
C04024,R0037,TRK039,road,63.3,367.14,125.66,1154.05,41.79,175.7,684.49,0.0,2548.83,0.78,40.27,1.002,R037
C04025,R0036,TRK035,road,64.8,375.84,135.2,1370.44,44.51,576.8,468.97,514.06,3485.8,2.73,53.79,1.203,R036
C04026,R0033,TRK041,road,78.3,454.14,176.77,1106.27,66.77,440.18,627.8,1226.36,4098.28,1.92,52.34,1.14,R033
