handling_id,shipment_id,route_id,hub_id,vehicle_id,transfer_type,product_category,cargo_weight_kg,arrival_timestamp,departure_timestamp,handling_time_hours,loading_time_hours,unloading_time_hours,queue_time_hours,temperature_during_handling_c,temperature_excursion,damage_incident,handling_cost,transfer_delay_hours,route_id_raw,shipment_id_raw,hub_id_raw,hub_number,hub_id_mapped
H04086,HS000458,R0007,HUB03,TRK017,mode_change,grains,1186.2,2025-06-06 09:09:00,2025-06-06 11:05:24,0.99,0.57,1.25,0.95,20.49,0,0,499.51,1.34,R007,S00458,HUB03,3,H003
H04087,HS000606,R0051,HUB04,TRK022,vehicle_change,fish,1663.6,2026-07-07 19:31:00,2026-07-07 22:08:48,1.61,0.81,1.12,1.02,0.57,0,0,706.34,1.75,R051,S00606,HUB04,4,H004
H04088,HS000920,R0045,HUB02,TRK026,mode_change,fish,1015.2,2025-07-31 17:27:00,2025-07-31 18:16:48,0.79,0.87,1.14,0.04,0.78,0,0,464.19,0.17,R045,S00920,HUB02,2,H002
H04089,HS000628,R0028,HUB14,TRK036,mode_change,dairy,498.6,2025-04-20 19:17:00,2025-04-20 20:34:24,0.65,0.26,1.27,0.64,5.6,0,0,551.89,0.84,R028,S00628,HUB14,14,H014
H04090,HS001275,R0002,HUB02,TRK027,warehouse,mango,1599.7,2026-06-06 02:43:00,2026-06-06 05:19:36,2.01,1.02,1.29,0.6,10.43,0,0,578.19,1.22,R002,S01275,HUB02,2,H002
H04091,HS001240,R0037,HUB01,TRK031,mode_change,pharma,1985.7,2025-10-11 00:54:00,2025-10-11 03:04:12,2.04,0.75,0.18,0.13,6.26,0,0,647.81,0.92,R037,S01240,HUB01,1,H001
H04092,HS000498,R0018,HUB02,TRK031,vehicle_change,mango,753.4,2026-04-22 20:23:00,2026-04-22 22:57:12,1.89,0.77,0.61,0.68,10.07,0,0,594.09,1.17,R018,S00498,HUB02,2,H002
H04093,HS000976,R0005,HUB14,TRK024,mode_change,pharma,1381.0,2025-03-03 22:38:00,2025-03-04 00:31:24,1.51,0.49,0.97,0.38,7.09,0,0,648.05,0.78,R005,S00976,HUB14,14,H014
H04094,HS001325,R0042,HUB05,TRK048,mode_change,fish,1846.5,2025-08-01 01:45:00,2025-08-01 04:42:36,2.45,0.58,0.69,0.51,0.47,0,0,661.35,0.99,R042,S01325,HUB05,5,H005
H04095,HS000026,R0067,HUB17,TRK028,vehicle_change,dairy,1130.5,2025-10-16 07:59:00,2025-10-16 09:23:36,1.06,0.41,0.54,0.35,6.6,0,0,522.42,0.7,R067,S00026,HUB17,17,
H04096,HS001178,R0057,HUB18,TRK007,cross_dock,vegetables,498.1,2025-09-28 10:07:00,2025-09-28 12:20:12,1.93,0.58,0.39,0.29,4.74,0,0,607.19,1.02,R057,S01178,HUB18,18,
H04097,HS000590,R0087,HUB10,TRK039,mode_change,vegetables,818.1,2026-07-25 00:06:00,2026-07-25 00:39:00,0.43,0.45,1.03,0.12,7.15,0,0,471.31,0.21,R087,S00590,HUB10,10,H010
H04098,HS000091,R0073,HUB02,TRK026,cross_dock,pharma,313.8,2025-12-21 19:40:00,2025-12-21 20:23:48,0.48,0.41,0.61,0.25,4.1,0,0,374.58,0.46,R073,S00091,HUB02,2,H002
H04099,HS001460,R0050,HUB02,TRK048,mode_change,pharma,781.6,2025-11-23 07:20:00,2025-11-23 10:03:48,1.57,0.8,0.91,1.16,6.32,0,0,714.48,1.45,R050,S01460,HUB02,2,H002
H04100,HS000704,R0043,HUB10,TRK006,warehouse,dairy,1253.0,2025-09-14 05:43:00,2025-09-14 07:49:00,2.08,0.83,0.76,0.02,2.29,0,0,688.52,0.58,R043,S00704,HUB10,10,H010
H04101,HS001395,R0077,HUB10,TRK003,warehouse,grains,1785.8,2025-06-01 09:12:00,2025-06-01 11:32:24,1.72,0.77,0.77,0.62,29.41,0,0,682.82,1.02,R077,S01395,HUB10,10,H010
H04102,HS001469,R0035,HUB07,TRK048,mode_change,fish,762.5,2025-12-02 04:19:00,2025-12-02 06:20:48,1.88,0.42,0.96,0.15,3.8,0,0,671.97,0.55,R035,S01469,HUB07,7,H007
H04103,HS000947,R0028,HUB08,TRK037,vehicle_change,pharma,1353.6,2026-08-23 03:49:00,2026-08-23 05:38:12,1.28,0.44,1.08,0.54,7.73,0,0,527.93,0.96,R028,S00947,HUB08,8,H008
H04104,HS000307,R0100,HUB13,TRK039,warehouse,grains,1370.6,2026-05-22 03:02:00,2026-05-22 06:05:36,1.99,0.32,0.85,1.07,25.24,0,0,737.08,1.38,R100,S00307,HUB13,13,H013
H04105,HS000354,R0052,HUB08,TRK018,warehouse,dairy,858.8,2026-04-18 20:01:00,2026-04-18 23:35:48,2.41,0.69,1.1,1.17,2.27,0,0,689.22,1.61,R052,S00354,HUB08,8,H008
H04106,HS000817,R0060,HUB09,TRK024,warehouse,vegetables,1747.4,2025-11-01 03:56:00,2025-11-01 04:58:24,0.85,0.3,1.21,0.19,7.41,0,0,450.7,0.54,R060,S00817,HUB09,9,H009
H04107,HS001224,R0077,HUB13,TRK038,mode_change,vegetables,1153.9,2026-02-04 05:58:00,2026-02-04 07:35:48,1.55,0.24,0.67,0.08,7.05,0,0,626.2,0.4,R077,S01224,HUB13,13,H013
H04108,HS001198,R0023,HUB01,TRK004,mode_change,rice,285.1,2025-05-29 15:03:00,2025-05-29 17:59:24,1.46,0.34,0.55,1.48,26.98,0,0,707.86,1.85,R023,S01198,HUB01,1,H001
H04109,HS000224,R0028,HUB12,TRK032,cross_dock,vegetables,887.1,2026-06-22 12:10:00,2026-06-22 14:41:48,2.3,0.39,1.17,0.23,4.18,0,0,673.93,0.83,R028,S00224,HUB12,12,H012
H04110,HS001418,R0061,HUB02,TRK002,mode_change,vegetables,1502.7,2026-04-02 21:48:00,2026-04-03 03:21:16,1.3,1.14,1.18,4.254463931725532,6.44,0,0,922.31,4.61,R061,S01418,HUB02,2,H002
H04111,HS001410,R0075,HUB13,TRK024,mode_change,grains,523.2,2025-07-14 03:23:00,2025-07-14 04:44:36,1.1,0.32,0.95,0.26,27.48,0,0,512.93,0.7,R075,S01410,HUB13,13,H013
H04112,HS000754,R0095,HUB02,TRK033,warehouse,pharma,1558.4,2025-01-01 20:22:00,2025-01-01 20:50:12,0.42,0.15,0.38,0.05,6.47,0,0,351.22,0.58,R095,S00754,HUB02,2,H002
H04113,HS000388,R0021,HUB03,TRK022,mode_change,dairy,1080.3,2026-05-05 21:55:00,2026-05-05 22:19:00,0.25,0.44,1.07,0.15,3.24,0,0,266.12,0.32,R021,S00388,HUB03,3,H003
H04114,HS001232,R0090,HUB13,TRK001,warehouse,fish,234.8,2025-09-24 04:25:00,2025-09-24 06:24:24,0.85,0.27,0.81,1.14,2.12,0,0,485.93,1.73,R090,S01232,HUB13,13,H013
H04115,HS000170,R0041,HUB20,TRK050,mode_change,dairy,1716.7,2026-05-22 10:55:00,2026-05-22 11:25:00,0.22,1.04,0.63,0.28,5.76,0,0,305.39,0.71,R041,S00170,HUB20,20,
H04116,HS001112,R0053,HUB17,TRK031,mode_change,mango,775.3,2025-11-01 09:51:00,2025-11-01 11:49:48,1.84,0.33,1.06,0.14,9.54,0,0,654.62,0.71,R053,S01112,HUB17,17,
H04117,HS000294,R0053,HUB20,TRK032,cross_dock,grains,776.5,2026-02-02 19:40:00,2026-02-02 22:18:24,1.8,0.48,0.35,0.84,23.74,0,0,709.73,1.34,R053,S00294,HUB20,20,
H04118,HS000808,R0050,HUB09,TRK014,warehouse,fish,1074.7,2025-04-09 16:40:00,2025-04-09 20:14:48,2.37,0.57,1.22,1.21,1.18,0,0,856.13,1.79,R050,S00808,HUB09,9,H009
H04119,HS001320,R0031,HUB04,TRK012,vehicle_change,rice,745.9,2025-04-23 23:02:00,2025-04-24 00:15:48,0.55,0.63,0.91,0.68,22.44,0,0,531.99,0.89,R031,S01320,HUB04,4,H004
H04120,HS001479,R0081,HUB01,TRK036,cross_dock,rice,1264.8,2025-09-01 12:07:00,2025-09-01 14:30:24,2.26,1.06,0.73,0.13,22.04,0,0,636.02,0.52,R081,S01479,HUB01,1,H001
H04121,HS000283,R0088,HUB06,TRK032,mode_change,dairy,749.3,2025-02-28 19:07:00,2025-02-28 22:08:48,2.01,0.28,0.67,1.02,3.14,0,0,758.86,1.37,R088,S00283,HUB06,6,H006
H04122,HS000330,R0042,HUB09,TRK012,cross_dock,mango,403.1,2025-06-27 14:38:00,2025-06-27 15:38:36,0.69,0.9,0.42,0.32,11.86,0,0,420.09,0.56,R042,S00330,HUB09,9,H009
H04123,HS000939,R0076,HUB03,TRK006,vehicle_change,pharma,73.3,2025-05-16 17:09:00,2025-05-16 18:31:48,1.04,0.46,1.0,0.34,7.37,0,0,436.0,0.75,R076,S00939,HUB03,3,H003
H04124,HS000761,R0025,HUB16,TRK045,warehouse,dairy,1918.8,2025-04-29 19:14:00,2025-04-29 22:29:36,2.19,0.66,0.66,1.07,7.05,0,0,719.08,1.62,R025,S00761,HUB16,16,
H04125,HS001112,R0083,HUB09,TRK050,vehicle_change,mango,435.6,2026-03-22 07:11:00,2026-03-22 08:45:48,0.3,0.26,0.76,1.28,10.53,0,0,402.25,1.67,R083,S01112,HUB09,9,H009
H04126,HS000550,R0073,HUB19,TRK027,vehicle_change,mango,1471.7,2025-02-25 14:26:00,2025-02-25 16:20:00,1.51,0.6,0.94,0.39,9.61,0,0,515.6,0.84,R073,S00550,HUB19,19,
H04127,HS000172,R0046,HUB03,TRK031,cross_dock,pharma,352.9,2025-09-05 02:05:00,2025-09-05 04:17:00,1.28,1.08,0.61,0.92,3.52,0,0,516.48,1.17,R046,S00172,HUB03,3,H003
H04128,HS000589,R0027,HUB09,TRK038,warehouse,rice,1997.9,2025-11-16 23:41:00,2025-11-17 01:46:24,0.82,0.74,1.01,1.27,29.17,0,0,420.38,1.75,R027,S00589,HUB09,9,H009
H04129,HS001062,R0033,HUB17,TRK009,mode_change,dairy,682.9,2026-02-12 06:29:00,2026-02-12 07:23:36,0.81,0.39,1.03,0.1,2.04,0,0,493.66,0.25,R033,S01062,HUB17,17,
H04130,HS001262,R0086,HUB19,TRK049,cross_dock,vegetables,280.3,2026-04-11 00:01:00,2026-04-11 01:37:00,1.16,0.81,0.61,0.44,7.59,0,0,639.61,1.11,R086,S01262,HUB19,19,
H04131,HS000213,R0027,HUB05,TRK021,cross_dock,grains,677.0,2026-05-21 11:53:00,2026-05-21 14:17:36,1.01,1.1,0.29,1.4,30.98,0,0,613.94,1.89,R027,S00213,HUB05,5,H005
H04132,HS001015,R0075,HUB09,TRK016,warehouse,grains,1947.8,2025-11-24 00:24:00,2025-11-24 03:13:48,1.38,1.18,0.79,1.45,21.75,0,0,557.99,2.08,R075,S01015,HUB09,9,H009
H04133,HS001260,R0040,HUB12,TRK015,cross_dock,grains,1589.1,2025-11-13 09:11:00,2025-11-13 12:20:00,2.38,0.38,0.63,0.77,31.18,0,0,674.02,1.2,R040,S01260,HUB12,12,H012
H04134,HS000724,R0097,HUB04,TRK020,mode_change,fish,401.9,2026-05-24 10:27:00,2026-05-24 11:31:48,0.89,0.56,0.3,0.19,2.69,0,0,547.21,0.8,R097,S00724,HUB04,4,H004
H04135,HS000196,R0006,HUB02,TRK006,vehicle_change,rice,1886.9,2025-01-20 18:58:00,2025-01-21 01:12:29,1.44,0.76,1.18,4.801460729962361,14.9,1,0,977.08,5.51,R006,S00196,HUB02,2,H002
H04136,HS000920,R0042,HUB13,TRK002,cross_dock,grains,832.5,2025-08-25 07:45:00,2025-08-25 10:30:36,1.51,0.7,0.19,1.25,18.14,0,0,608.97,1.72,R042,S00920,HUB13,13,H013
H04137,HS000645,R0032,HUB13,TRK036,cross_dock,grains,841.1,2025-07-31 16:40:00,2025-07-31 19:37:00,2.35,1.03,0.83,0.6,27.79,0,0,749.39,1.28,R032,S00645,HUB13,13,H013
H04138,HS000029,R0025,HUB15,TRK041,cross_dock,vegetables,1653.5,2026-01-12 04:04:00,2026-01-12 05:51:24,0.65,1.15,0.76,1.14,7.33,0,0,483.32,1.73,R025,S00029,HUB15,15,H015
H04139,HS000059,R0049,HUB08,TRK023,warehouse,rice,413.9,2025-06-01 01:28:00,2025-06-01 02:50:48,1.14,0.98,1.3,0.24,22.5,0,0,463.58,0.75,R049,S00059,HUB08,8,H008
H04140,HS000440,R0012,HUB14,TRK015,warehouse,grains,1970.8,2025-02-05 18:16:00,2025-02-05 20:06:24,1.74,0.46,0.91,0.1,28.71,0,0,600.27,0.39,R012,S00440,HUB14,14,H014
H04141,HS000750,R0053,HUB08,TRK042,warehouse,dairy,1618.7,2025-09-21 06:52:00,2025-09-21 07:53:48,0.95,0.5,0.86,0.08,-0.58,1,0,473.31,0.3,R053,S00750,HUB08,8,H008
H04142,HS000377,R0066,HUB05,TRK042,warehouse,grains,222.7,2026-08-04 20:30:00,2026-08-05 03:38:52,2.47,1.01,0.47,4.677840445787571,31.55,0,0,1134.89,5.05,R066,S00377,HUB05,5,H005
H04143,HS000773,R0088,HUB10,TRK002,warehouse,rice,418.1,2025-05-20 14:45:00,2025-05-20 18:01:48,1.6,1.14,0.9,1.68,27.01,0,0,782.18,2.32,R088,S00773,HUB10,10,H010
H04144,HS001285,R0099,HUB14,TRK017,mode_change,rice,524.6,2025-10-22 01:48:00,2025-10-22 03:33:36,1.07,0.68,1.0,0.69,26.8,0,0,471.8,0.9,R099,S01285,HUB14,14,H014
H04145,HS000545,R0059,HUB02,TRK033,vehicle_change,grains,779.0,2025-11-17 02:56:00,2025-11-17 05:06:54,0.63,0.47,0.56,1.551926011526325,24.16,0,0,624.32,1.95,R059,S00545,HUB02,2,H002
H04146,HS001038,R0097,HUB05,TRK042,mode_change,grains,167.4,2025-07-01 03:07:00,2025-07-01 07:10:36,2.34,1.18,0.83,1.72,25.34,0,0,759.28,2.53,R097,S01038,HUB05,5,H005
H04147,HS000511,R0061,HUB06,TRK050,cross_dock,dairy,656.0,2025-04-15 11:47:00,2025-04-15 15:17:00,1.83,0.19,1.02,1.67,5.92,0,0,783.39,2.26,R061,S00511,HUB06,6,H006
H04148,HS001218,R0081,HUB20,TRK011,vehicle_change,rice,1934.3,2026-04-28 19:52:00,2026-04-28 22:25:00,1.93,0.25,0.54,0.62,20.49,0,0,692.07,1.32,R081,S01218,HUB20,20,
H04149,HS001352,R0065,HUB05,TRK041,mode_change,dairy,1218.1,2025-12-02 10:17:00,2025-12-02 17:04:09,2.17,0.54,0.23,4.615886162196471,6.81,0,0,959.05,4.94,R065,S01352,HUB05,5,H005
H04150,HS000056,R0006,HUB06,TRK025,vehicle_change,pharma,1741.9,2026-05-23 15:22:00,2026-05-23 17:04:36,1.27,0.79,1.22,0.44,6.12,0,0,628.48,0.9,R006,S00056,HUB06,6,H006
H04151,HS001271,R0035,HUB08,TRK047,mode_change,grains,681.7,2025-09-01 18:15:00,2025-09-01 21:09:00,1.41,0.53,0.8,1.49,30.12,0,0,581.83,2.04,R035,S01271,HUB08,8,H008
H04152,HS000331,R0012,HUB19,TRK021,mode_change,dairy,1818.7,2025-06-03 01:00:00,2025-06-03 03:37:12,0.82,1.02,0.98,1.8,2.93,0,0,460.46,1.95,R012,S00331,HUB19,19,
H04153,HS000663,R0089,HUB12,TRK047,mode_change,mango,1088.7,2025-02-22 16:56:00,2025-02-22 22:18:25,1.99,0.71,0.71,3.3837912420367333,11.13,0,0,913.76,3.84,R089,S00663,HUB12,12,H012
H04154,HS001222,R0089,HUB16,TRK024,warehouse,vegetables,1236.3,2026-06-04 22:29:00,2026-06-05 05:44:04,1.62,0.6,1.01,5.6313617126246855,7.49,0,0,964.77,6.12,R089,S01222,HUB16,16,
H04155,HS000162,R0096,HUB04,TRK005,cross_dock,pharma,1167.1,2026-04-14 08:45:00,2026-04-14 11:37:48,2.04,0.74,0.74,0.84,2.82,0,0,723.48,1.34,R096,S00162,HUB04,4,H004
H04156,HS001375,R0069,HUB03,TRK006,vehicle_change,fish,1510.7,2026-01-09 06:52:00,2026-01-09 09:55:36,1.74,0.86,1.12,1.32,3.56,0,0,741.65,1.82,R069,S01375,HUB03,3,H003
H04157,HS000100,R0012,HUB08,TRK005,vehicle_change,fish,237.8,2026-03-28 18:31:00,2026-03-28 19:11:12,0.32,1.0,0.47,0.35,0.36,0,0,402.71,0.79,R012,S00100,HUB08,8,H008
H04158,HS001183,R0080,HUB08,TRK044,vehicle_change,fish,1253.9,2025-09-16 17:28:00,2025-09-16 21:27:46,0.51,0.65,1.19,3.486378145709395,3.75,0,0,566.92,4.05,R080,S01183,HUB08,8,H008
H04159,HS001001,R0007,HUB18,TRK040,warehouse,vegetables,857.3,2025-01-03 19:51:00,2025-01-03 22:12:36,2.03,0.83,0.82,0.33,5.24,0,0,600.39,0.92,R007,S01001,HUB18,18,
H04160,HS001308,R0061,HUB07,TRK027,cross_dock,vegetables,692.6,2025-08-17 21:00:00,2025-08-17 21:24:36,0.32,0.95,0.67,0.09,7.91,0,0,264.35,0.3,R061,S01308,HUB07,7,H007
H04161,HS000213,R0085,HUB08,TRK005,vehicle_change,grains,783.6,2025-09-12 12:43:00,2025-09-12 16:44:12,2.4,0.87,0.51,1.62,22.67,0,0,747.25,2.27,R085,S00213,HUB08,8,H008
H04162,HS001023,R0040,HUB09,TRK032,mode_change,vegetables,192.8,2026-05-11 15:11:00,2026-05-11 16:28:24,1.13,0.46,0.43,0.16,6.42,0,0,488.01,0.41,R040,S01023,HUB09,9,H009
H04163,HS000169,R0077,HUB09,TRK003,cross_dock,fish,1029.9,2025-05-29 20:49:00,2025-05-29 22:00:24,0.92,0.31,0.76,0.27,3.32,0,0,344.65,0.57,R077,S00169,HUB09,9,H009
H04164,HS000785,R0014,HUB17,TRK017,cross_dock,mango,1014.7,2025-05-23 11:34:00,2025-05-23 12:18:24,0.31,0.4,0.56,0.43,9.29,0,0,362.91,0.49,R014,S00785,HUB17,17,
H04165,HS000101,R0074,HUB08,TRK025,warehouse,grains,1111.7,2026-03-17 17:48:00,2026-03-17 19:01:48,1.06,1.03,1.08,0.17,19.99,0,0,481.16,0.77,R074,S00101,HUB08,8,H008
H04166,HS000846,R0082,HUB08,TRK010,cross_dock,rice,152.6,2025-08-10 21:55:00,2025-08-11 00:31:00,0.61,0.53,1.05,1.99,27.68,0,0,562.31,2.1,R082,S00846,HUB08,8,H008
H04167,HS000387,R0034,HUB03,TRK050,vehicle_change,fish,1208.7,2025-03-17 17:25:00,2025-03-17 18:20:12,0.6,0.88,1.26,0.32,3.66,0,0,487.13,0.43,R034,S00387,HUB03,3,H003
H04168,HS000283,R0009,HUB15,TRK002,warehouse,mango,1184.2,2025-11-01 07:30:00,2025-11-01 08:01:12,0.33,1.19,0.89,0.19,11.34,0,0,415.24,0.6,R009,S00283,HUB15,15,H015
H04169,HS001335,R0056,HUB19,TRK025,vehicle_change,vegetables,1980.4,2026-08-14 15:11:00,2026-08-14 18:08:00,2.34,1.2,0.27,0.61,4.8,0,0,651.96,1.2,R056,S01335,HUB19,19,
H04170,HS000032,R0078,HUB04,TRK003,cross_dock,pharma,1875.8,2025-10-31 04:22:00,2025-10-31 05:42:24,0.65,0.54,0.93,0.69,6.22,0,0,434.61,1.03,R078,S00032,HUB04,4,H004
H04171,HS001325,R0046,HUB11,TRK028,vehicle_change,mango,561.7,2026-07-24 13:16:00,2026-07-24 15:03:24,1.01,0.48,0.48,0.78,8.73,0,0,415.75,1.2,R046,S01325,HUB11,11,H011
H04172,HS000567,R0052,HUB02,TRK019,cross_dock,pharma,106.2,2026-05-25 23:15:00,2026-05-26 01:38:24,0.94,0.16,0.42,1.45,4.47,0,0,452.53,1.82,R052,S00567,HUB02,2,H002
H04173,HS000447,R0021,HUB03,TRK001,warehouse,dairy,103.0,2025-09-15 14:05:00,2025-09-15 15:41:36,1.36,0.9,0.7,0.25,4.2,0,0,620.0,0.47,R021,S00447,HUB03,3,H003
H04174,HS000700,R0045,HUB20,TRK035,mode_change,dairy,406.2,2026-04-24 12:43:00,2026-04-24 14:06:24,1.21,0.5,0.16,0.18,4.01,0,0,411.03,0.58,R045,S00700,HUB20,20,
H04175,HS001076,R0060,HUB20,TRK025,vehicle_change,mango,445.5,2025-04-18 18:39:00,2025-04-18 23:01:12,2.27,1.13,0.48,2.1,10.03,0,0,722.08,2.67,R060,S01076,HUB20,20,
H04176,HS000883,R0027,HUB07,TRK047,warehouse,rice,1152.3,2026-04-12 15:49:00,2026-04-12 16:20:12,0.41,0.48,1.11,0.11,30.33,0,0,244.62,0.39,R027,S00883,HUB07,7,H007
H04177,HS000272,R0020,HUB02,TRK030,cross_dock,mango,834.9,2025-05-17 20:08:00,2025-05-17 22:11:36,1.14,0.91,0.83,0.92,8.91,0,0,471.41,1.12,R020,S00272,HUB02,2,H002
H04178,HS000332,R0005,HUB18,TRK016,cross_dock,vegetables,1578.4,2025-03-22 01:45:00,2025-03-22 03:46:12,1.57,0.91,0.4,0.45,4.47,0,0,583.7,0.81,R005,S00332,HUB18,18,
H04179,HS001144,R0046,HUB10,TRK042,vehicle_change,pharma,1360.3,2025-11-28 21:02:00,2025-11-28 23:12:12,1.94,0.87,0.6,0.23,5.69,0,0,587.77,0.88,R046,S01144,HUB10,10,H010
H04180,HS000018,R0009,HUB20,TRK036,vehicle_change,fish,1135.2,2026-06-03 18:47:00,2026-06-03 20:59:36,2.13,1.14,0.42,0.08,1.37,0,0,674.8,0.49,R009,S00018,HUB20,20,
H04181,HS000879,R0063,HUB11,TRK033,cross_dock,grains,1089.2,2025-09-30 15:18:00,2025-09-30 17:44:24,1.58,1.0,0.88,0.86,19.11,0,0,604.64,1.26,R063,S00879,HUB11,11,H011
H04182,HS001021,R0076,HUB17,TRK049,warehouse,mango,678.6,2025-10-13 23:50:00,2025-10-14 02:13:24,1.87,1.0,0.59,0.52,11.83,0,0,558.06,0.91,R076,S01021,HUB17,17,
H04183,HS001388,R0025,HUB10,TRK018,mode_change,dairy,1368.4,2026-01-21 14:58:00,2026-01-21 16:21:24,1.38,0.26,0.47,0.01,2.13,0,0,528.37,0.22,R025,S01388,HUB10,10,H010
H04184,HS000326,R0009,HUB03,TRK019,mode_change,grains,1884.3,2026-06-27 16:28:00,2026-06-27 20:16:23,1.19,0.41,0.68,2.616623165991918,29.5,0,0,724.35,3.18,R009,S00326,HUB03,3,H003
H04185,HS001210,R0009,HUB20,TRK026,mode_change,vegetables,1508.3,2025-05-07 00:58:00,2025-05-07 04:11:12,2.0,1.18,0.84,1.22,4.5,0,0,626.99,1.7,R009,S01210,HUB20,20,
H04186,HS000284,R0024,HUB09,TRK050,vehicle_change,dairy,1834.2,2026-06-30 15:43:00,2026-06-30 16:45:24,0.54,0.41,0.64,0.5,7.64,0,0,347.89,0.92,R024,S00284,HUB09,9,H009
H04187,HS000701,R0087,HUB19,TRK050,mode_change,rice,794.1,2026-03-26 17:24:00,2026-03-26 18:26:24,0.23,0.62,0.18,0.81,22.02,0,0,320.72,1.19,R087,S00701,HUB19,19,
H04188,HS000061,R0001,HUB02,TRK009,mode_change,rice,335.5,2025-07-25 11:58:00,2025-07-25 14:12:24,1.82,0.78,0.17,0.42,25.54,0,0,675.17,0.86,R001,S00061,HUB02,2,H002
H04189,HS000645,R0088,HUB12,TRK033,vehicle_change,grains,1001.6,2026-04-08 03:38:00,2026-04-08 05:59:00,1.87,0.5,0.92,0.48,28.21,0,0,622.18,1.05,R088,S00645,HUB12,12,H012
H04190,HS001125,R0010,HUB17,TRK011,vehicle_change,rice,1070.1,2026-02-25 14:47:00,2026-02-25 19:12:48,2.1,0.41,0.9,2.33,18.5,0,0,821.86,3.1,R010,S01125,HUB17,17,
H04191,HS000974,R0088,HUB05,TRK037,warehouse,mango,449.7,2026-01-09 09:13:00,2026-01-09 14:46:00,0.69,1.11,0.9,4.86,9.61,0,0,749.39,5.22,R088,S00974,HUB05,5,H005
H04192,HS000854,R0041,HUB14,TRK037,vehicle_change,mango,788.5,2025-09-14 00:50:00,2025-09-14 02:24:12,1.43,0.71,0.94,0.14,8.6,0,0,468.9,0.68,R041,S00854,HUB14,14,H014
H04193,HS000243,R0078,HUB18,TRK007,cross_dock,vegetables,1475.3,2026-05-13 02:46:00,2026-05-13 04:53:12,1.1,0.43,1.16,1.02,7.64,0,0,658.53,1.38,R078,S00243,HUB18,18,
H04194,HS000942,R0039,HUB17,TRK008,warehouse,dairy,660.9,2025-03-25 10:21:00,2025-03-25 15:10:57,1.66,0.23,0.16,3.172588047703325,4.08,0,0,710.25,3.47,R039,S00942,HUB17,17,
H04195,HS000958,R0007,HUB09,TRK010,warehouse,mango,1909.9,2026-06-14 05:50:00,2026-06-14 07:52:24,1.62,1.11,0.83,0.42,8.49,0,0,506.95,0.91,R007,S00958,HUB09,9,H009
H04196,HS001462,R0062,HUB14,TRK047,vehicle_change,pharma,895.6,2025-05-22 00:07:00,2025-05-22 01:49:00,1.48,0.69,1.08,0.22,7.98,0,0,676.06,0.93,R062,S01462,HUB14,14,H014
H04197,HS001327,R0034,HUB03,TRK046,cross_dock,fish,1262.2,2026-07-30 18:10:00,2026-07-30 19:31:00,0.6,0.36,0.86,0.75,2.06,0,0,533.4,1.34,R034,S01327,HUB03,3,H003
H04198,HS000895,R0063,HUB06,TRK050,mode_change,mango,1383.8,2026-04-21 08:35:00,2026-04-21 10:26:00,0.85,0.2,0.79,1.0,9.35,0,0,407.05,1.23,R063,S00895,HUB06,6,H006
H04199,HS000089,R0062,HUB17,TRK013,cross_dock,mango,1866.5,2025-11-15 06:46:00,2025-11-15 10:40:36,2.37,0.66,0.66,1.54,10.27,0,1,1179.25,2.3,R062,S00089,HUB17,17,
H04200,HS000590,R0030,HUB05,TRK035,warehouse,pharma,329.1,2025-03-22 02:15:00,2025-03-22 03:07:48,0.35,1.16,0.69,0.53,3.52,0,0,482.99,0.86,R030,S00590,HUB05,5,H005
H04201,HS000473,R0097,HUB05,TRK027,warehouse,pharma,663.5,2025-01-22 08:24:00,2025-01-22 14:05:24,1.94,0.91,0.33,3.75,7.03,0,0,903.2,4.34,R097,S00473,HUB05,5,H005
H04202,HS000126,R0013,HUB20,TRK014,mode_change,dairy,533.3,2025-04-08 10:49:00,2025-04-08 14:52:00,2.26,1.08,0.24,1.79,5.24,0,0,709.16,2.36,R013,S00126,HUB20,20,
H04203,HS000744,R0052,HUB10,TRK034,warehouse,pharma,967.2,2026-08-04 17:28:00,2026-08-05 02:15:48,2.27,0.79,0.36,6.526794391373009,4.24,0,0,1172.81,7.01,R052,S00744,HUB10,10,H010
H04204,HS000387,R0048,HUB03,TRK012,mode_change,dairy,1725.4,2025-09-06 10:51:00,2025-09-06 13:48:00,1.3,0.25,1.07,1.65,-0.31,1,0,672.67,1.89,R048,S00387,HUB03,3,H003
H04205,HS001443,R0048,HUB14,TRK006,warehouse,dairy,1183.7,2025-09-05 22:35:00,2025-09-06 00:46:24,1.79,0.34,0.53,0.4,0.85,1,0,677.15,0.8,R048,S01443,HUB14,14,H014
H04206,HS000760,R0034,HUB15,TRK041,vehicle_change,rice,279.9,2026-03-26 23:49:00,2026-03-27 02:04:00,1.79,1.09,0.87,0.46,18.69,0,0,534.05,0.78,R034,S00760,HUB15,15,H015
H04207,HS000259,R0049,HUB13,TRK021,mode_change,grains,1860.7,2025-12-02 17:02:00,2025-12-03 01:14:00,1.59,0.55,0.76,6.61,25.6,0,0,956.91,6.89,R049,S00259,HUB13,13,H013
H04208,HS000456,R0029,HUB18,TRK043,vehicle_change,pharma,1632.8,2025-04-10 16:53:00,2025-04-10 17:32:00,0.49,1.04,0.36,0.16,4.89,0,0,373.85,0.29,R029,S00456,HUB18,18,
