shipment_id,product_type,weight_kg,transport_mode,base_transit_hr,required_min_temp_c,required_max_temp_c,pickup_hour,delivery_deadline_hr,transfer_count,rain_flag,congestion_index,historical_route_reliability,assigned_vehicle_id,assigned_route_id,assigned_vehicle_type,vehicle_capacity_kg,vehicle_temp_min_c,vehicle_temp_max_c,vehicle_reliability_feature,vehicle_temperature_control_score,route_avg_transit_hr,route_reliability_feature,route_temperature_stability,route_weather_sensitivity,route_base_cost_inr,route_typical_transfer_count,historical_handling_time_hours,historical_congestion_level,historical_weather_condition,historical_peak_period,delayed
HS005265,Pharmaceuticals,239,road,3.3,2,8,21,20.3,0,0,0.845,0.908,,,,,,,,,,0.908,,,,,,,,,0
HS005266,Pharmaceuticals,635,road,9.39,2,8,11,16.6,0,0,0.739,0.883,,,,,,,,,,0.883,,,,,,,,,0
HS005267,Packaged Food,265,road,10.48,15,30,13,16.7,0,0,0.357,0.907,,,,,,,,,,0.907,,,,,,,,,1
HS005268,Tomato,515,road,8.31,8,13,5,22.2,0,0,0.952,0.758,,,,,,,,,,0.758,,,,,,,,,0
HS005269,Leafy Vegetables,821,road,9.35,2,8,19,29.2,0,0,0.578,0.858,,,,,,,,,,0.858,,,,,,,,,0
HS005270,Packaged Food,209,road,13.51,15,30,13,19.5,1,0,0.349,0.768,,,,,,,,,,0.768,,,,,,,,,1
HS005271,Pharmaceuticals,105,rail,7.34,2,8,18,21.0,1,1,0.39,0.798,,,,,,,,,,0.798,,,,,,,,,0
HS005272,Fish,1163,road,9.75,-2,4,14,23.8,0,1,0.693,0.918,,,,,,,,,,0.918,,,,,,,,,1
HS005273,Dairy,481,road,15.28,2,8,2,29.2,0,0,0.445,0.824,,,,,,,,,,0.824,,,,,,,,,1
HS005274,Mango,326,road,7.24,8,12,8,19.4,2,0,0.648,0.732,,,,,,,,,,0.732,,,,,,,,,1
HS005275,Spices,315,road,23.54,15,30,13,38.5,1,0,0.267,0.943,,,,,,,,,,0.943,,,,,,,,,1
HS005276,Frozen Food,90,rail,10.45,-20,-15,18,23.9,1,0,0.215,0.747,,,,,,,,,,0.747,,,,,,,,,0
HS005277,Fish,401,rail,15.22,-2,4,17,20.4,1,0,0.598,0.844,,,,,,,,,,0.844,,,,,,,,,1
HS005278,Dairy,248,road,10.46,2,8,1,26.8,1,0,0.324,0.839,,,,,,,,,,0.839,,,,,,,,,0
HS005279,Leafy Vegetables,362,rail,1.99,2,8,23,23.5,1,0,0.843,0.82,,,,,,,,,,0.82,,,,,,,,,0
HS005280,Tomato,357,road,12.53,8,13,1,24.9,1,0,0.856,0.721,,,,,,,,,,0.721,,,,,,,,,1
HS005281,Flowers,50,road,10.8,2,8,4,18.6,0,0,0.331,0.784,,,,,,,,,,0.784,,,,,,,,,0
HS005282,Dairy,481,road,0.41,2,8,7,16.2,0,1,0.084,0.759,,,,,,,,,,0.759,,,,,,,,,0
HS005283,Mango,396,rail,8.08,8,12,2,14.7,1,1,0.382,0.761,,,,,,,,,,0.761,,,,,,,,,0
HS005284,Leafy Vegetables,432,road,7.56,2,8,8,20.9,0,0,0.149,0.752,,,,,,,,,,0.752,,,,,,,,,0
HS005285,Packaged Food,311,road,4.72,15,30,23,17.8,0,0,0.914,0.926,,,,,,,,,,0.926,,,,,,,,,0
HS005286,Leafy Vegetables,361,local,12.09,2,8,3,20.5,0,1,0.762,0.745,,,,,,,,,,0.745,,,,,,,,,1
HS005287,Leafy Vegetables,392,local,10.86,2,8,15,21.8,1,1,0.232,0.803,,,,,,,,,,0.803,,,,,,,,,0
HS005288,Frozen Food,418,rail,9.75,-20,-15,23,28.8,2,1,0.563,0.865,,,,,,,,,,0.865,,,,,,,,,1
HS005289,Rice,477,road,21.14,15,30,5,30.4,0,1,0.304,0.73,,,,,,,,,,0.73,,,,,,,,,1
HS005290,Frozen Food,421,road,9.35,-20,-15,8,21.3,1,0,0.825,0.851,,,,,,,,,,0.851,,,,,,,,,1
HS005291,Spices,1165,road,3.67,15,30,13,10.5,0,1,0.994,0.836,,,,,,,,,,0.836,,,,,,,,,0
HS005292,Mango,218,road,0.41,8,12,1,8.0,0,1,0.639,0.935,,,,,,,,,,0.935,,,,,,,,,0
HS005293,Packaged Food,274,road,9.39,15,30,23,16.3,1,0,0.175,0.749,,,,,,,,,,0.749,,,,,,,,,0
HS005294,Spices,1052,rail,9.13,15,30,12,29.1,1,0,0.176,0.735,,,,,,,,,,0.735,,,,,,,,,1
HS005295,Dairy,317,road,3.3,2,8,5,23.8,0,0,0.565,0.757,,,,,,,,,,0.757,,,,,,,,,1
HS005296,Frozen Food,641,road,20.75,-20,-15,12,43.2,0,0,0.668,0.839,,,,,,,,,,0.839,,,,,,,,,1
HS005297,Tomato,382,road,20.76,8,13,1,26.6,0,0,0.955,0.746,,,,,,,,,,0.746,,,,,,,,,1
HS005298,Dairy,302,road,5.87,2,8,9,17.8,0,0,0.297,0.874,,,,,,,,,,0.874,,,,,,,,,0
HS005299,Tomato,664,rail,8.29,8,13,17,17.6,0,0,0.232,0.918,,,,,,,,,,0.918,,,,,,,,,0
HS005300,Mango,490,road,3.12,8,12,0,8.6,0,0,0.637,0.859,,,,,,,,,,0.859,,,,,,,,,0
HS005301,Packaged Food,129,rail,8.29,15,30,13,20.6,1,1,0.605,0.81,,,,,,,,,,0.81,,,,,,,,,1
HS005302,Tomato,392,road,8.31,8,13,2,23.4,1,0,0.559,0.832,,,,,,,,,,0.832,,,,,,,,,1
HS005303,Fish,183,road,20.24,-2,4,22,36.1,0,1,0.704,0.781,,,,,,,,,,0.781,,,,,,,,,0
HS005304,Leafy Vegetables,800,road,1.12,2,8,5,19.7,2,0,0.541,0.933,,,,,,,,,,0.933,,,,,,,,,0
HS005305,Leafy Vegetables,1094,road,10.46,2,8,12,33.9,1,0,0.035,0.801,,,,,,,,,,0.801,,,,,,,,,0
HS005306,Leafy Vegetables,1183,local,13.88,2,8,11,31.5,0,0,0.276,0.935,,,,,,,,,,0.935,,,,,,,,,0
HS005307,Leafy Vegetables,442,rail,3.46,2,8,14,15.7,1,1,0.888,0.961,,,,,,,,,,0.961,,,,,,,,,1
HS005308,Frozen Food,259,road,17.44,-20,-15,10,27.5,1,0,0.68,0.784,,,,,,,,,,0.784,,,,,,,,,1
HS005309,Packaged Food,431,local,7.56,15,30,15,22.4,1,1,0.705,0.934,,,,,,,,,,0.934,,,,,,,,,0
HS005310,Dairy,190,rail,15.36,2,8,19,27.1,1,1,0.491,0.929,,,,,,,,,,0.929,,,,,,,,,1
HS005311,Packaged Food,1608,road,26.03,15,30,14,31.6,0,1,0.434,0.873,,,,,,,,,,0.873,,,,,,,,,1
HS005312,Frozen Food,761,local,14.81,-20,-15,7,31.1,0,0,0.807,0.928,,,,,,,,,,0.928,,,,,,,,,1
HS005313,Fish,427,rail,14.9,-2,4,20,28.5,1,0,0.933,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS005314,Tomato,669,rail,5.92,8,13,3,20.0,0,0,0.138,0.871,,,,,,,,,,0.871,,,,,,,,,0
HS005315,Mango,254,road,9.75,8,12,22,17.7,0,0,0.134,0.821,,,,,,,,,,0.821,,,,,,,,,0
HS005316,Spices,170,road,10.8,15,30,16,27.8,0,0,0.049,0.97,,,,,,,,,,0.97,,,,,,,,,0
HS005317,Fish,83,rail,5.92,-2,4,16,27.4,3,1,0.204,0.853,,,,,,,,,,0.853,,,,,,,,,0
HS005318,Leafy Vegetables,369,rail,4.12,2,8,14,20.4,1,0,0.815,0.779,,,,,,,,,,0.779,,,,,,,,,0
HS005319,Rice,306,rail,18.4,15,30,9,22.7,2,0,0.559,0.888,,,,,,,,,,0.888,,,,,,,,,1
HS005320,Leafy Vegetables,491,rail,0.35,2,8,1,12.6,2,0,0.423,0.91,,,,,,,,,,0.91,,,,,,,,,0
HS005321,Rice,353,local,7.72,15,30,4,13.8,1,0,0.499,0.935,,,,,,,,,,0.935,,,,,,,,,1
HS005322,Leafy Vegetables,476,road,13.51,2,8,2,32.9,0,0,0.874,0.723,,,,,,,,,,0.723,,,,,,,,,1
HS005323,Packaged Food,593,road,8.31,15,30,15,13.8,2,0,0.817,0.907,,,,,,,,,,0.907,,,,,,,,,1
HS005324,Tomato,135,road,2.28,8,13,0,17.5,0,0,0.77,0.853,,,,,,,,,,0.853,,,,,,,,,0
HS005325,Banana,616,road,3.96,12,15,2,18.2,0,0,0.197,0.902,,,,,,,,,,0.902,,,,,,,,,0
HS005326,Pharmaceuticals,269,road,7.55,2,8,17,24.8,0,1,0.67,0.852,,,,,,,,,,0.852,,,,,,,,,0
HS005327,Banana,490,road,9.4,12,15,9,17.1,0,1,0.321,0.802,,,,,,,,,,0.802,,,,,,,,,1
HS005328,Packaged Food,680,road,11.18,15,30,21,35.1,1,1,0.47,0.729,,,,,,,,,,0.729,,,,,,,,,1
HS005329,Frozen Food,683,road,8.67,-20,-15,13,18.5,0,0,0.144,0.8,,,,,,,,,,0.8,,,,,,,,,0
HS005330,Tomato,381,road,10.71,8,13,0,15.5,1,1,0.489,0.884,,,,,,,,,,0.884,,,,,,,,,1
HS005331,Tomato,393,road,20.95,8,13,16,31.0,1,0,0.94,0.722,,,,,,,,,,0.722,,,,,,,,,1
HS005332,Packaged Food,625,road,7.24,15,30,0,24.6,0,0,0.671,0.95,,,,,,,,,,0.95,,,,,,,,,0
HS005333,Fish,132,road,8.64,-2,4,17,23.1,0,1,0.029,0.82,,,,,,,,,,0.82,,,,,,,,,0
HS005334,Spices,189,rail,4.81,15,30,13,19.7,3,0,0.848,0.736,,,,,,,,,,0.736,,,,,,,,,1
HS005335,Mango,292,road,10.46,8,12,17,20.0,1,0,0.664,0.94,,,,,,,,,,0.94,,,,,,,,,1
HS005336,Packaged Food,147,road,7.6,15,30,14,25.8,0,0,0.43,0.765,,,,,,,,,,0.765,,,,,,,,,1
HS005337,Dairy,293,road,13.87,2,8,22,32.3,0,0,0.436,0.735,,,,,,,,,,0.735,,,,,,,,,1
HS005338,Frozen Food,283,road,4.82,-20,-15,23,16.6,1,0,0.767,0.74,,,,,,,,,,0.74,,,,,,,,,0
HS005339,Leafy Vegetables,370,rail,12.1,2,8,13,30.3,1,0,0.267,0.852,,,,,,,,,,0.852,,,,,,,,,0
HS005340,Mango,337,local,39.07,8,12,13,59.8,1,0,0.391,0.791,,,,,,,,,,0.791,,,,,,,,,1
HS005341,Packaged Food,701,road,9.35,15,30,8,20.4,0,1,0.78,0.93,,,,,,,,,,0.93,,,,,,,,,0
HS005342,Packaged Food,508,road,8.31,15,30,2,29.8,0,1,0.882,0.856,,,,,,,,,,0.856,,,,,,,,,1
HS005343,Leafy Vegetables,334,rail,3.46,2,8,1,15.9,1,0,0.842,0.79,,,,,,,,,,0.79,,,,,,,,,0
HS005344,Packaged Food,282,rail,6.39,15,30,21,22.3,0,1,0.593,0.866,,,,,,,,,,0.866,,,,,,,,,1
HS005345,Banana,339,road,13.51,12,15,23,19.4,0,0,0.85,0.956,,,,,,,,,,0.956,,,,,,,,,1
HS005346,Banana,343,road,10.46,12,15,17,26.5,0,0,0.712,0.936,,,,,,,,,,0.936,,,,,,,,,1
HS005347,Mango,1799,local,21.62,8,12,23,27.8,1,0,0.828,0.754,,,,,,,,,,0.754,,,,,,,,,1
HS005348,Leafy Vegetables,136,road,7.55,2,8,1,30.2,0,0,0.274,0.938,,,,,,,,,,0.938,,,,,,,,,0
HS005349,Mango,192,rail,7.16,8,12,18,17.7,0,1,0.066,0.812,,,,,,,,,,0.812,,,,,,,,,0
HS005350,Leafy Vegetables,174,rail,10.45,2,8,1,25.7,0,0,0.97,0.816,,,,,,,,,,0.816,,,,,,,,,0
HS005351,Banana,417,road,6.79,12,15,0,13.0,0,1,0.731,0.846,,,,,,,,,,0.846,,,,,,,,,1
HS005352,Flowers,406,local,10.86,2,8,3,25.8,1,1,0.864,0.912,,,,,,,,,,0.912,,,,,,,,,1
HS005353,Rice,241,local,3.64,15,30,23,17.7,1,0,0.643,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS005354,Pharmaceuticals,627,rail,9.42,2,8,6,21.5,2,0,0.361,0.885,,,,,,,,,,0.885,,,,,,,,,1
HS005355,Tomato,445,road,3.12,8,13,20,8.2,0,0,0.483,0.763,,,,,,,,,,0.763,,,,,,,,,1
HS005356,Flowers,644,road,4.72,2,8,2,9.7,0,0,0.702,0.794,,,,,,,,,,0.794,,,,,,,,,0
HS005357,Tomato,765,road,7.24,8,13,20,28.1,0,0,0.621,0.957,,,,,,,,,,0.957,,,,,,,,,0
HS005358,Flowers,88,road,9.5,2,8,23,32.2,0,0,0.025,0.825,,,,,,,,,,0.825,,,,,,,,,1
HS005359,Fish,547,road,7.6,-2,4,14,19.2,1,0,0.657,0.902,,,,,,,,,,0.902,,,,,,,,,0
HS005360,Leafy Vegetables,151,road,7.24,2,8,10,29.4,1,0,0.43,0.74,,,,,,,,,,0.74,,,,,,,,,0
HS005361,Mango,412,road,14.57,8,12,21,37.2,1,0,0.802,0.728,,,,,,,,,,0.728,,,,,,,,,1
HS005362,Rice,334,rail,7.58,15,30,0,16.8,1,0,0.842,0.733,,,,,,,,,,0.733,,,,,,,,,0
HS005363,Packaged Food,343,rail,1.99,15,30,20,11.5,2,0,0.671,0.895,,,,,,,,,,0.895,,,,,,,,,1
HS005364,Frozen Food,160,road,8.67,-20,-15,4,15.9,0,0,0.398,0.734,,,,,,,,,,0.734,,,,,,,,,0
HS005365,Packaged Food,684,road,9.4,15,30,17,20.6,1,0,0.778,0.871,,,,,,,,,,0.871,,,,,,,,,0
HS005366,Packaged Food,151,road,8.26,15,30,6,18.1,1,1,0.947,0.783,,,,,,,,,,0.783,,,,,,,,,1
HS005367,Banana,570,road,3.12,12,15,8,13.6,1,0,0.201,0.755,,,,,,,,,,0.755,,,,,,,,,0
HS005368,Flowers,138,rail,6.63,2,8,1,20.6,1,0,0.822,0.893,,,,,,,,,,0.893,,,,,,,,,1
HS005369,Leafy Vegetables,346,road,5.69,2,8,5,12.0,0,1,0.043,0.856,,,,,,,,,,0.856,,,,,,,,,0
HS005370,Dairy,1131,road,10.48,2,8,20,15.4,0,0,0.243,0.943,,,,,,,,,,0.943,,,,,,,,,0
HS005371,Banana,1625,road,9.26,12,15,1,29.9,1,0,0.896,0.902,,,,,,,,,,0.902,,,,,,,,,0
HS005372,Packaged Food,122,local,11.44,15,30,15,18.2,3,0,0.063,0.801,,,,,,,,,,0.801,,,,,,,,,0
HS005373,Flowers,221,local,10.81,2,8,4,18.0,0,0,0.098,0.752,,,,,,,,,,0.752,,,,,,,,,0
HS005374,Tomato,249,road,14.57,8,13,3,19.6,0,1,0.225,0.879,,,,,,,,,,0.879,,,,,,,,,1
HS005375,Leafy Vegetables,1516,road,23.54,2,8,18,41.6,2,1,0.55,0.807,,,,,,,,,,0.807,,,,,,,,,1
HS005376,Dairy,335,road,4.72,2,8,6,18.9,0,0,0.557,0.761,,,,,,,,,,0.761,,,,,,,,,0
HS005377,Flowers,704,road,7.6,2,8,19,31.0,1,0,0.456,0.863,,,,,,,,,,0.863,,,,,,,,,0
HS005378,Packaged Food,425,road,5.87,15,30,9,29.0,0,0,0.944,0.885,,,,,,,,,,0.885,,,,,,,,,0
HS005379,Leafy Vegetables,161,road,17.89,2,8,2,27.2,1,0,0.07,0.791,,,,,,,,,,0.791,,,,,,,,,0
HS005380,Dairy,104,road,15.28,2,8,3,26.1,0,0,0.916,0.9,,,,,,,,,,0.9,,,,,,,,,1
HS005381,Fish,235,local,0.65,-2,4,2,15.1,1,0,0.023,0.737,,,,,,,,,,0.737,,,,,,,,,0
HS005382,Leafy Vegetables,1578,rail,18.11,2,8,14,22.1,2,1,0.06,0.902,,,,,,,,,,0.902,,,,,,,,,1
HS005383,Dairy,414,rail,7.54,2,8,0,29.2,0,0,0.084,0.746,,,,,,,,,,0.746,,,,,,,,,1
HS005384,Mango,695,rail,6.63,8,12,5,11.7,1,0,0.818,0.893,,,,,,,,,,0.893,,,,,,,,,0
HS005385,Banana,139,road,23.54,12,15,15,39.8,0,0,0.541,0.829,,,,,,,,,,0.829,,,,,,,,,1
HS005386,Leafy Vegetables,283,rail,2.35,2,8,12,10.9,0,0,0.561,0.758,,,,,,,,,,0.758,,,,,,,,,0
HS005387,Spices,581,rail,4.77,15,30,15,12.3,2,0,0.478,0.725,,,,,,,,,,0.725,,,,,,,,,0
HS005388,Leafy Vegetables,172,road,13.87,2,8,2,34.2,0,0,0.532,0.931,,,,,,,,,,0.931,,,,,,,,,0
HS005389,Tomato,336,road,8.68,8,13,3,25.6,2,0,0.101,0.94,,,,,,,,,,0.94,,,,,,,,,0
HS005390,Flowers,198,road,1.12,2,8,5,22.7,1,0,0.89,0.813,,,,,,,,,,0.813,,,,,,,,,1
HS005391,Packaged Food,599,road,26.22,15,30,19,32.4,0,0,0.581,0.885,,,,,,,,,,0.885,,,,,,,,,1
HS005392,Dairy,453,rail,8.2,2,8,20,19.8,2,0,0.427,0.937,,,,,,,,,,0.937,,,,,,,,,1
HS005393,Mango,546,rail,5.92,8,12,7,24.9,1,0,0.48,0.742,,,,,,,,,,0.742,,,,,,,,,1
HS005394,Pharmaceuticals,617,rail,12.1,2,8,23,33.1,1,0,0.981,0.846,,,,,,,,,,0.846,,,,,,,,,1
HS005395,Leafy Vegetables,302,road,5.87,2,8,19,19.3,1,0,0.708,0.826,,,,,,,,,,0.826,,,,,,,,,0
HS005396,Pharmaceuticals,672,road,8.31,2,8,17,28.3,1,0,0.745,0.774,,,,,,,,,,0.774,,,,,,,,,0
HS005397,Tomato,239,local,7.56,8,13,11,27.4,1,0,0.872,0.783,,,,,,,,,,0.783,,,,,,,,,0
HS005398,Mango,526,local,5.46,8,12,4,26.8,0,0,0.936,0.949,,,,,,,,,,0.949,,,,,,,,,0
HS005399,Leafy Vegetables,97,road,15.91,2,8,15,37.4,1,0,0.175,0.894,,,,,,,,,,0.894,,,,,,,,,0
HS005400,Pharmaceuticals,215,rail,21.31,2,8,10,29.0,0,0,0.902,0.876,,,,,,,,,,0.876,,,,,,,,,1
HS005401,Leafy Vegetables,1577,rail,4.12,2,8,20,13.9,0,0,0.893,0.882,,,,,,,,,,0.882,,,,,,,,,0
HS005402,Tomato,521,road,17.7,8,13,6,27.3,0,0,0.882,0.823,,,,,,,,,,0.823,,,,,,,,,1
HS005403,Dairy,521,road,6.98,2,8,12,21.5,0,1,0.58,0.917,,,,,,,,,,0.917,,,,,,,,,1
HS005404,Flowers,205,local,27.91,2,8,8,39.1,0,0,0.133,0.906,,,,,,,,,,0.906,,,,,,,,,1
HS005405,Mango,172,rail,15.22,8,12,3,36.0,1,0,0.674,0.829,,,,,,,,,,0.829,,,,,,,,,1
HS005406,Pharmaceuticals,295,road,0.41,2,8,6,8.9,1,0,0.75,0.757,,,,,,,,,,0.757,,,,,,,,,1
HS005407,Frozen Food,335,local,3.64,-20,-15,6,27.4,1,0,0.047,0.744,,,,,,,,,,0.744,,,,,,,,,1
HS005408,Leafy Vegetables,1215,rail,12.72,2,8,14,30.0,1,1,0.835,0.919,,,,,,,,,,0.919,,,,,,,,,1
HS005409,Packaged Food,679,road,3.67,15,30,19,21.0,0,1,0.738,0.896,,,,,,,,,,0.896,,,,,,,,,1
HS005410,Spices,376,road,3.67,15,30,12,8.4,1,0,0.139,0.832,,,,,,,,,,0.832,,,,,,,,,0
HS005411,Leafy Vegetables,365,rail,2.79,2,8,10,17.1,2,0,0.314,0.754,,,,,,,,,,0.754,,,,,,,,,1
HS005412,Mango,573,road,2.28,8,12,15,20.6,0,1,0.674,0.913,,,,,,,,,,0.913,,,,,,,,,1
HS005413,Leafy Vegetables,149,road,3.67,2,8,7,8.2,0,0,0.005,0.81,,,,,,,,,,0.81,,,,,,,,,0
HS005414,Tomato,100,rail,0.35,8,13,4,8.0,0,0,0.678,0.914,,,,,,,,,,0.914,,,,,,,,,0
HS005415,Fish,567,rail,8.16,-2,4,5,13.0,1,0,0.472,0.895,,,,,,,,,,0.895,,,,,,,,,1
HS005416,Spices,367,road,5.1,15,30,10,18.7,2,0,0.717,0.953,,,,,,,,,,0.953,,,,,,,,,1
HS005417,Spices,149,road,23.54,15,30,19,28.3,0,0,0.929,0.737,,,,,,,,,,0.737,,,,,,,,,1
HS005418,Leafy Vegetables,90,rail,7.42,2,8,23,12.3,2,0,0.956,0.881,,,,,,,,,,0.881,,,,,,,,,1
HS005419,Dairy,626,road,8.67,2,8,20,21.0,0,1,0.627,0.918,,,,,,,,,,0.918,,,,,,,,,1
HS005420,Mango,249,road,17.59,8,12,2,31.2,1,1,0.985,0.793,,,,,,,,,,0.793,,,,,,,,,0
HS005421,Fish,454,local,28.15,-2,4,20,35.6,0,0,0.328,0.904,,,,,,,,,,0.904,,,,,,,,,1
HS005422,Mango,295,rail,3.2,8,12,16,13.6,0,0,0.938,0.794,,,,,,,,,,0.794,,,,,,,,,1
HS005423,Packaged Food,342,road,3.12,15,30,8,21.2,0,1,0.454,0.879,,,,,,,,,,0.879,,,,,,,,,0
HS005424,Spices,238,road,8.68,15,30,22,19.1,0,0,0.881,0.89,,,,,,,,,,0.89,,,,,,,,,0
HS005425,Tomato,333,road,17.64,8,13,16,35.9,0,1,0.643,0.944,,,,,,,,,,0.944,,,,,,,,,1
HS005426,Pharmaceuticals,509,road,11.18,2,8,4,27.5,0,0,0.772,0.958,,,,,,,,,,0.958,,,,,,,,,0
HS005427,Fish,293,local,13.21,-2,4,1,37.1,1,0,0.643,0.969,,,,,,,,,,0.969,,,,,,,,,1
HS005428,Rice,282,road,7.56,15,30,7,21.9,0,0,0.894,0.893,,,,,,,,,,0.893,,,,,,,,,0
HS005429,Dairy,519,road,9.7,2,8,21,30.5,0,0,0.878,0.865,,,,,,,,,,0.865,,,,,,,,,0
HS005430,Banana,542,road,5.1,12,15,17,13.4,0,1,0.169,0.891,,,,,,,,,,0.891,,,,,,,,,1
HS005431,Frozen Food,167,road,14.57,-20,-15,18,33.7,1,0,0.528,0.907,,,,,,,,,,0.907,,,,,,,,,1
HS005432,Mango,343,road,8.68,8,12,7,26.3,1,1,0.474,0.924,,,,,,,,,,0.924,,,,,,,,,0
HS005433,Fish,249,road,7.32,-2,4,6,31.1,0,0,0.217,0.793,,,,,,,,,,0.793,,,,,,,,,0
HS005434,Tomato,353,road,8.68,8,13,19,19.5,1,0,0.24,0.897,,,,,,,,,,0.897,,,,,,,,,0
HS005435,Pharmaceuticals,889,rail,11.79,2,8,7,21.1,2,0,0.989,0.768,,,,,,,,,,0.768,,,,,,,,,1
HS005436,Rice,442,rail,9.14,15,30,16,27.7,0,0,0.821,0.746,,,,,,,,,,0.746,,,,,,,,,1
HS005437,Mango,1429,road,10.8,8,12,4,17.1,0,0,0.392,0.918,,,,,,,,,,0.918,,,,,,,,,0
HS005438,Leafy Vegetables,404,road,9.39,2,8,2,14.1,1,1,0.204,0.865,,,,,,,,,,0.865,,,,,,,,,1
HS005439,Flowers,314,road,0.41,2,8,5,8.0,0,0,0.34,0.839,,,,,,,,,,0.839,,,,,,,,,1
HS005440,Banana,346,road,3.2,12,15,19,26.4,0,0,0.321,0.82,,,,,,,,,,0.82,,,,,,,,,0
HS005441,Fish,384,rail,4.06,-2,4,7,13.1,0,0,0.85,0.784,,,,,,,,,,0.784,,,,,,,,,1
HS005442,Pharmaceuticals,432,rail,0.35,2,8,9,18.4,0,0,0.32,0.867,,,,,,,,,,0.867,,,,,,,,,0
HS005443,Leafy Vegetables,184,road,9.5,2,8,14,32.2,0,0,0.591,0.741,,,,,,,,,,0.741,,,,,,,,,0
HS005444,Rice,301,rail,4.77,15,30,9,21.3,0,0,0.892,0.894,,,,,,,,,,0.894,,,,,,,,,1
HS005445,Dairy,219,road,3.15,2,8,15,18.4,0,1,0.621,0.842,,,,,,,,,,0.842,,,,,,,,,0
HS005446,Frozen Food,683,road,5.2,-20,-15,4,9.6,0,0,0.957,0.878,,,,,,,,,,0.878,,,,,,,,,0
HS005447,Banana,100,road,7.15,12,15,4,24.2,1,0,0.034,0.728,,,,,,,,,,0.728,,,,,,,,,0
HS005448,Mango,388,road,13.51,8,12,10,24.0,0,0,0.957,0.814,,,,,,,,,,0.814,,,,,,,,,0
HS005449,Mango,130,road,9.4,8,12,8,17.5,0,0,0.95,0.82,,,,,,,,,,0.82,,,,,,,,,1
HS005450,Spices,464,road,8.91,15,30,3,32.6,1,0,0.509,0.864,,,,,,,,,,0.864,,,,,,,,,0
HS005451,Spices,270,road,4.73,15,30,23,28.1,1,0,0.874,0.945,,,,,,,,,,0.945,,,,,,,,,1
HS005452,Rice,107,road,10.71,15,30,10,32.5,0,0,0.929,0.899,,,,,,,,,,0.899,,,,,,,,,0
HS005453,Banana,646,road,13.87,12,15,0,33.0,1,1,0.928,0.922,,,,,,,,,,0.922,,,,,,,,,1
HS005454,Dairy,68,road,6.76,2,8,5,16.1,0,0,0.679,0.91,,,,,,,,,,0.91,,,,,,,,,0
HS005455,Rice,343,road,8.21,15,30,3,22.8,0,0,0.908,0.769,,,,,,,,,,0.769,,,,,,,,,0
HS005456,Pharmaceuticals,549,road,8.68,2,8,2,22.3,0,0,0.189,0.848,,,,,,,,,,0.848,,,,,,,,,0
HS005457,Mango,856,road,8.68,8,12,4,27.1,0,0,0.551,0.904,,,,,,,,,,0.904,,,,,,,,,0
HS005458,Spices,123,road,5.87,15,30,14,26.6,0,0,0.909,0.854,,,,,,,,,,0.854,,,,,,,,,0
HS005459,Banana,250,rail,6.24,12,15,19,20.6,0,0,1.0,0.957,,,,,,,,,,0.957,,,,,,,,,0
HS005460,Banana,708,road,3.15,12,15,12,10.5,1,0,0.865,0.85,,,,,,,,,,0.85,,,,,,,,,0
HS005461,Spices,740,rail,1.99,15,30,16,21.1,3,0,0.037,0.857,,,,,,,,,,0.857,,,,,,,,,0
HS005462,Dairy,805,road,9.26,2,8,12,19.6,0,0,0.999,0.75,,,,,,,,,,0.75,,,,,,,,,1
HS005463,Leafy Vegetables,1850,rail,18.11,2,8,4,32.6,2,1,0.788,0.74,,,,,,,,,,0.74,,,,,,,,,1
HS005464,Fish,251,road,20.76,-2,4,5,42.3,0,0,0.964,0.735,,,,,,,,,,0.735,,,,,,,,,1
HS005465,Packaged Food,446,local,13.6,15,30,21,21.7,1,0,0.722,0.757,,,,,,,,,,0.757,,,,,,,,,0
HS005466,Mango,280,road,7.15,8,12,12,12.7,0,1,0.128,0.888,,,,,,,,,,0.888,,,,,,,,,0
HS005467,Flowers,97,local,11.59,2,8,23,26.1,1,0,0.821,0.765,,,,,,,,,,0.765,,,,,,,,,1
HS005468,Leafy Vegetables,330,road,8.68,2,8,5,31.2,0,0,0.515,0.747,,,,,,,,,,0.747,,,,,,,,,0
HS005469,Mango,96,rail,18.12,8,12,1,23.0,2,0,0.318,0.873,,,,,,,,,,0.873,,,,,,,,,1
HS005470,Dairy,249,road,5.1,2,8,12,20.3,0,0,0.046,0.935,,,,,,,,,,0.935,,,,,,,,,0
HS005471,Fish,135,road,5.1,-2,4,20,24.2,0,1,0.199,0.728,,,,,,,,,,0.728,,,,,,,,,1
HS005472,Tomato,466,road,8.68,8,13,10,32.1,1,0,0.172,0.847,,,,,,,,,,0.847,,,,,,,,,0
HS005473,Leafy Vegetables,211,road,5.52,2,8,12,12.1,1,0,0.012,0.768,,,,,,,,,,0.768,,,,,,,,,0
HS005474,Frozen Food,110,road,9.35,-20,-15,13,17.5,0,0,0.491,0.949,,,,,,,,,,0.949,,,,,,,,,0
HS005475,Fish,614,road,17.64,-2,4,18,22.0,0,0,0.191,0.825,,,,,,,,,,0.825,,,,,,,,,1
HS005476,Flowers,236,road,10.48,2,8,0,32.7,1,0,0.349,0.882,,,,,,,,,,0.882,,,,,,,,,0
